City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,krasnyy chikoy,50.3643,108.7512,2.91,56,100,1.8,RU,1730346436
344,sangkhla buri,15.1555,98.4536,30.1,60,66,1.23,TH,1730346436
345,fale old settlement,-9.3852,-171.2468,28.78,69,99,6.15,TK,1730346437
346,madimba,-10.4,40.3333,26.39,81,100,3.82,TZ,1730346437
347,fisterra,42.9049,-9.2629,17.44,75,0,4.1,ES,1730346437
348,pangkalpinang,-2.1333,106.1333,34.33,48,95,2.47,ID,1730346437
349,barra de santo antonio,-9.4047,-35.5072,24.44,79,22,4.34,BR,1730346438
350,ilomantsi,62.6716,30.9328,-0.83,65,26,5.93,FI,1730346438
351,dudinka,69.4058,86.1778,-10.59,95,100,5.41,RU,1730346438
352,luganville,-15.5333,167.1667,26.18,82,91,3.13,VU,1730346439
353,ola,59.5833,151.2833,-6.58,57,100,8.3,RU,1730346439
354,san luis de la loma,17.2706,-100.8939,26.58,86,100,1.94,MX,1730346439
355,morondava,-20.2833,44.2833,27.46,69,100,1.76,MG,1730346440
356,santa eulalia,-11.85,-76.6833,17.07,52,98,0.76,PE,1730346440
357,zheleznodorozhnyy,55.7503,38.0042,2.75,69,32,6.21,RU,1730346440
358,sisimiut,66.9395,-53.6735,-8.33,59,37,6.9,GL,1730346440
359,ujae,8.9322,165.7642,28.69,73,97,5.7,MH,1730346440
360,kizhinga,51.8462,109.9097,3.17,46,18,4.52,RU,1730346441
361,as sulaymaniyah,35.5611,45.4375,3.24,45,0,2.57,IQ,1730346441
